id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C46837212282050750,SF11E314711,64.01,-146.103,-9.0,,WF,20190517,,,,14656660330.57779,30.408888,35.882488,333.71536,5148.161537,16.793078,5.519196,3.170072,79.338444,6.719069,8720.860334118928,2501.256641676383,733.5099866111511,,543.0832643,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C46842312282050750,SF11E314711,63.953,-146.056,-9.0,,WF,20190517,,,,2573915056.2171497,9.904775,11.687634,104.588915,1888.681277,5.368129,1.739367,1.144797,25.003397,2.600507,2508.1046330997765,1018.3979476140961,149.76177774373912,,135.0628591,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C46880012282050980,SF11E317855,36.164,-83.395,-4.0,,WF,20190518,,,,439968830.1315101,1.435129,1.693452,14.154158,325.21051,0.753049,0.237821,0.19319,3.418683,0.477062,222.9536601321529,197.13311892107745,,,57.88196445,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,20.0,5.0,8.0,TN,,
SF11C46880112282050980,SF11E317785,34.966,-78.031,-4.0,,WF,20190518,,,,1098201242.9504852,3.086985,3.642643,31.034301,669.194203,1.634386,0.519914,0.39948,7.473764,0.967163,538.9053232994031,394.8628340162813,12.769609096479684,,216.4198348,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,NC,,
SF11C46880212282050980,SF11E317768,34.921,-92.435,-5.0,,WF,20190518,,,,134809904.436122,1.560995,1.841975,19.584912,137.75305,0.922797,0.318168,0.09569,4.573669,0.098845,1543.125038200706,6.736674047283743,90.90637867224228,,353.1259447,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,AR,,
SF11C46880312282050980,SF11E317834,33.034,-84.956,-4.0,,WF,20190518,,,,103718575.014471,1.225378,1.445947,15.429099,105.301407,0.725755,0.250542,0.073615,3.601545,0.072081,2276.969918278186,2.56265271468858,72.55442207304006,,379.0794229,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,GA,,
SF11C46880412282050980,SF11E316757,58.313,-117.365,-7.0,,WF,20190518,,,,1031311371871.9332,1849.045969,2181.874243,21338.726128,259073.052473,1047.033777,350.465267,164.163705,5037.93822,303.601252,475735.7965972104,100197.46003312427,67316.53383456368,,21126.08181,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C46880512282050980,SF11E316757,58.28,-117.313,-7.0,,WF,20190518,,,,144611910685.3034,221.53716,261.413849,2466.462256,35688.316386,123.214875,40.709469,22.131804,585.198622,45.415504,53107.750740102245,16474.67547348928,6108.798324103421,,2025.97254,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C46880612282050980,SF11E316757,58.328,-117.371,-7.0,,WF,20190518,,,,41204636598.51248,70.995611,83.774821,763.971377,12800.642315,38.831677,12.670482,7.815126,182.13818,17.206418,16894.91362354056,6590.915482270247,1383.7025313269185,,599.5246043,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C46880712282050980,SF11E316757,58.378,-117.469,-7.0,,WF,20190518,,,,5105171874.485058,24.889634,29.369768,282.674795,3722.492826,13.980996,4.652769,2.334383,66.883557,4.544081,5753.874732766862,1574.8702261715202,807.1535549721264,,231.8985159,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
