id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C4691055987299240,SF11E314711,64.017,-146.133,-9.0,,WF,20190518,,,,2682824835.8793674,10.335346,12.195708,109.162821,1969.375791,5.602164,1.815367,1.193816,26.095897,2.710814,2616.0668488607403,1061.3145094255833,156.8648772106902,,135.0628591,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C4695005987299470,SF11E317811,55.772,-114.463,-7.0,,WF,20190519,,,,1235804717940.8047,1482.786855,1749.688488,16017.58595,264174.794854,812.547605,265.505154,161.541603,3816.636591,353.192599,362833.02771577344,134602.74586569486,30235.626164080117,,16119.56864,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695015987299470,SF11E317850,57.093,-117.932,-7.0,,WF,20190519,,,,946281835280.0939,1043.722009,1231.591971,11006.471195,199776.41843,565.307357,183.078821,121.033954,2631.758045,275.499279,246629.27063772466,108040.75092032344,15463.288166000963,,9497.935166,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695025987299470,SF11E316757,58.424,-117.469,-7.0,,WF,20190519,,,,3000396604599.009,5306.974448,6262.229849,61136.630265,749135.53845,3002.434705,1004.342481,474.118084,14437.423158,882.195949,1329394.4626245955,292930.561301343,190863.37442796718,,60214.57005,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695035987299470,SF11E316757,58.494,-117.581,-7.0,,WF,20190519,,,,966263589308.1515,2059.232308,2429.894124,24254.925218,263231.993473,1178.196448,397.269664,169.423579,5710.751422,288.92495,558929.2658536073,87267.74064333773,85613.4726248629,,27740.82845,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695045987299470,SF11E318654,59.158,-113.926,-7.0,,WF,20190519,,,,24949861328.100487,47.206247,55.703372,507.184386,8552.298919,25.800225,8.413557,5.218101,120.944888,11.520446,10038.823011120809,4421.769471172729,902.8237337199396,,533.9107125,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695055987299470,SF11E316757,58.318,-117.308,-7.0,,WF,20190519,,,,1044123785135.453,2015.50373,2378.294402,23474.246453,271335.763461,1146.60199,385.061751,173.081815,5535.262665,309.42208,534542.4963284938,98582.32124924441,78031.7778171455,,24119.29894,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695065987299470,SF11E316757,58.36,-117.34,-7.0,,WF,20190519,,,,3254775669.2434473,11.940577,14.089881,123.869651,2391.130265,6.416621,2.065402,1.440637,29.690151,3.35722,2775.287386443476,1337.5837251662963,132.4535884366097,,88.98511875,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695075987299470,SF11E316757,58.281,-117.361,-7.0,,WF,20190519,,,,116372005377.90988,221.620973,261.512749,2556.165543,31125.35411,125.458889,41.985404,19.715185,603.540184,36.531962,59449.57930117851,12080.184593653055,8037.3518044311395,,2642.030965,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695085987299470,SF11E317850,57.136,-117.916,-7.0,,WF,20190519,,,,329663316271.2018,316.893774,373.934653,3198.58457,68037.860976,168.093561,53.552925,40.659776,769.823296,98.003899,74947.94990640096,39901.70091687161,1587.8673372393855,,2632.443276,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695095987299470,SF11E316757,58.393,-117.427,-7.0,,WF,20190519,,,,4753290055.404061,21.267775,25.095974,238.987612,3312.438755,11.883324,3.939457,2.06444,56.629695,4.138849,5532.844515867722,1472.2765418624558,634.2954805311978,,238.4690479,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695105987299470,SF11E316757,58.392,-117.545,-7.0,,WF,20190519,,,,264667522251.65887,412.568635,486.83099,4631.570758,64488.946103,230.410586,76.356792,40.170384,1097.628885,80.739236,106270.05855022167,28783.16652532087,12207.023194152944,,4579.858545,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695115987299470,SF11E316757,58.4,-117.6,-7.0,,WF,20190519,,,,2632525717.263398,10.144749,11.970804,106.501501,1966.476891,5.482807,1.772684,1.189508,25.482339,2.72582,2470.0540841069383,1073.877989772392,139.90609417857993,,88.98511875,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695125987299470,SF11E316757,58.317,-117.25,-7.0,,WF,20190519,,,,42325326076.84795,67.367185,79.493279,714.182911,12700.307173,36.581132,11.870363,7.709203,170.636474,17.404267,16980.89992621335,6786.676074764074,1079.8569294408821,,608.6526771,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695135987299470,SF11E316757,58.441,-117.646,-7.0,,WF,20190519,,,,17977308673.519115,43.093085,50.84984,452.047568,8371.379519,23.281277,7.525051,5.06243,108.172615,11.614069,10146.242552780623,4579.082346197807,586.6620387644849,,355.940475,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695145987299470,SF11E316757,58.477,-117.668,-7.0,,WF,20190519,,,,87369496250.75597,172.177613,203.169583,1990.246779,23956.625248,97.57706,32.680405,15.197687,469.780815,27.944707,44535.48828234666,9169.038550630248,6338.805632338464,,2086.337913,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695155987299470,SF11E316757,58.466,-117.544,-7.0,,WF,20190519,,,,23445868745.44193,51.048147,60.236813,542.910815,9534.506545,27.762579,9.019475,5.794418,129.654946,13.014622,11980.622629303463,5056.822886851516,855.8485456533847,,433.2399803,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695165987299470,SF11E316757,58.45,-117.603,-7.0,,WF,20190519,,,,2767083900.6743526,10.64311,12.55887,111.683146,2065.670161,5.750906,1.859054,1.249315,26.723903,2.864763,2521.5786274430347,1129.1229574097033,145.68873330138518,,88.98511875,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695175987299470,SF11E317850,57.032,-117.857,-7.0,,WF,20190519,,,,129413803752.84431,176.694476,208.499481,1924.425043,30670.198421,97.215097,31.861664,18.820772,458.011422,40.51266,43702.767303725006,15261.004042011993,3943.864475678833,,1863.700907,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4695185987299470,SF11E316757,58.34,-117.33,-7.0,,WF,20190519,,,,2993558699.946669,11.144023,13.149947,116.025327,2210.017228,5.998942,1.933569,1.333086,27.795054,3.091249,2673.881685931855,1227.5820628063204,132.70956062660773,,88.98511875,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
