id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C4761081644715180,SF11E324801,63.923,-146.055,-9.0,,WF,20190525,,,,19135485516.035774,33.916214,40.021132,360.118698,6365.079004,18.430773,5.984139,3.865892,86.021994,8.705967,9999.20712369195,3388.954749017308,555.8337049619545,,540.1377681,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C4761101644715180,SF11E324801,64.015,-146.168,-9.0,,WF,20190525,,,,6502315882.020752,22.516252,26.569177,257.453145,3278.178556,12.690723,4.233709,2.064439,60.859572,3.936996,6805.852331123253,1338.776135820862,767.7944814034862,,404.847572,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C4761181644715180,SF11E324476,68.04,-141.9,-9.0,,WF,20190525,,,,1035974531.0232219,6.520446,7.694126,77.263409,809.716457,3.742119,1.264486,0.523863,18.176988,0.86859,2784.3048470562944,253.44890259813187,281.1050488061267,,270.0120498,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,1.0,24.0,5.0,8.0,Unknown,,
SF11C4761321644715180,SF11E324801,63.963,-146.175,-9.0,,WF,20190525,,,,28971294168.711964,55.567595,65.569762,635.596221,8078.289912,31.324995,10.451597,5.088506,150.241701,9.692944,15148.357246101044,3292.517541115723,1899.8357719512499,,1269.160418,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C4761391644715180,SF11E324453,54.424,-122.814,-8.0,,WF,20190526,,,,63275148.657915995,0.765393,0.903163,8.706674,113.749744,0.430283,0.143278,0.071403,2.059627,0.138332,184.07008606685906,47.73495156882254,25.125195608248895,,20.90264418,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,20.0,5.0,8.0,BC,,
SF11C4765501644714950,SF11E319510,59.267,-112.169,-7.0,,WF,20190526,,,,2886028623933.399,3311.126225,3907.128946,35482.549332,604627.240513,1807.388625,588.831615,368.525808,8464.454465,817.310602,799676.8790592279,314722.3365375381,61324.403542846034,,42927.7349,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4765511644714950,SF11E319510,59.204,-112.267,-7.0,,WF,20190526,,,,260931301610.58917,329.790218,389.152457,3562.93108,58734.053479,180.731103,59.057623,35.917359,848.953324,78.512212,78643.47900370024,29916.453366268535,6733.912948579086,,4069.714428,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4765521644714950,SF11E324843,27.202,-109.913,-7.0,,WF,20190526,,,,1270914.8785090002,0.056099,0.066197,0.60108,10.24832,0.03062,0.009975,0.006246,0.143392,0.013856,13.985839850924958,5.336422858305884,1.0371414074859941,,4.082180894,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,Unknown,,
SF11C4765531644714950,SF11E319510,59.318,-112.256,-7.0,,WF,20190526,,,,20704637786.554943,44.53815,52.555017,496.601799,7136.646016,24.789631,8.194808,4.429176,117.800364,9.056134,10481.171971604952,3275.3745224311074,1244.1934123648166,,576.1533774,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,AB,,
SF11C4765541644714950,SF11E311078,26.892,-101.457,-6.0,,WF,20190526,,,,527848708.54403,6.681369,7.884016,81.882547,689.870389,3.901613,1.334208,0.462698,19.179238,0.618073,2252.006166271152,125.2438968906549,346.8972065512828,,77.07711044,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,Unknown,,
SF11C4765551644714950,SF11E324819,30.058,-93.339,-5.0,,WF,20190526,,,,1086172988.5938592,2.650446,3.127527,26.140391,600.610069,1.390756,0.439217,0.356791,6.313742,0.881055,477.1295486974857,364.072340088719,,,248.5262369,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,LA,,
SF11C4765561644714950,SF11E324799,40.277,-84.19,-4.0,,WF,20190526,,,,48103372.07151199,0.163249,0.192634,1.610068,36.993435,0.085661,0.027053,0.021976,0.388883,0.054267,44.848639843634764,22.424319921817382,,,50.26864766,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,20.0,5.0,8.0,OH,,
SF11C4765571644714950,SF11E311052,31.362,-101.779,-5.0,,WF,20190526,,,,2356142796.1290746,3.391176,4.001587,33.519088,764.693279,1.781246,0.563005,0.454506,8.093197,1.119952,853.8790461646634,462.19451048163353,1.5872570566786652,,503.2844716,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,TX,,
SF11C4765581644714950,SF11E323811,29.574,-94.922,-6.0,,WF,20190526,,,,,,,,,,,,,,438.7012739695096,,,,63.94345944,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,Unknown,,
SF11C4765591644714950,SF11E324862,25.248,-107.071,-7.0,,WF,20190526,,,,4405034628.523354,26.233961,30.956074,306.099692,3503.013409,14.938052,5.019904,2.237631,72.161125,3.971615,6496.25529029618,1255.5432456841563,1027.754060946091,,234.0508037,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,Unknown,,
SF11C4765601644714950,SF11E324226,25.431,-107.396,-7.0,,WF,20190526,,,,250854035.93187898,0.796236,0.939558,7.852983,180.43267,0.417805,0.131948,0.107186,1.896747,0.264683,212.10828230204498,109.37298630571725,,,70.05190446,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,Unknown,,
SF11C4765611644714950,SF11E324226,25.435,-107.416,-7.0,,WF,20190526,,,,1808535057.5409334,12.019131,14.182575,138.585186,1690.226855,6.802928,2.276378,1.070382,32.722934,1.985532,2882.5062434263755,657.2686742472658,434.9576483129312,,81.99944963,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,Unknown,,
