id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C47221712646684580,SF11E314711,63.964,-146.177,-9.0,,WF,20190521,,,,1621611490.25356,3.479911,4.106295,34.3211,788.57268,1.825997,0.576671,0.46845,8.289645,1.156784,715.2628421170326,478.0096038448548,,,306.158625,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C47226412646684580,SF11E321151,55.266,-128.317,-8.0,,WF,20190522,,,,,,,,,,,,,,8.499922868609408,,,,19.05429593,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47226712646684580,SF11E321183,56.474,-128.257,-8.0,,WF,20190522,,,,34590262.588599,0.558073,0.658526,6.514179,74.388039,0.317839,0.106824,0.047531,1.535597,0.084233,136.99410692629547,26.58283498404311,21.91857490723755,,19.05429593,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47228012646684580,SF11E321184,55.912,-120.382,-8.0,,WF,20190522,,,,129242514.64309098,0.467872,0.552089,4.614448,106.023049,0.245504,0.077533,0.062983,1.114537,0.155529,87.09506368611046,64.26805904992224,,,41.16281437,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,21.0,5.0,8.0,BC,,
SF11C47231012646684580,SF11E321158,55.366,-121.034,-8.0,,WF,20190522,,,,14083582.610713001,0.388183,0.458055,4.789482,38.422645,0.227477,0.077973,0.026004,1.120866,0.032684,150.4489103153465,5.681939325604512,20.852466567442786,,20.90264418,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,21.0,5.0,8.0,BC,,
SF11C47232212646684580,SF11E320070,58.209,-120.45,-8.0,,WF,20190522,,,,3458422988.330111,15.806726,18.651937,175.560377,2568.138771,8.780957,2.898634,1.590644,41.66786,3.282745,3866.227205272259,1196.4051603711607,426.70131150827274,,194.476877,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,21.0,5.0,8.0,BC,,
SF11C47232312646684580,SF11E318980,58.955,-127.359,-8.0,,WF,20190522,,,,8981627171.93757,30.229044,35.670272,346.809674,4340.898797,17.06675,5.700519,2.739702,81.944963,5.168509,7350.857494277043,1739.478691683851,1056.1349142972695,,432.3701694,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47233112646684580,SF11E320765,65.327,-154.592,-10.0,,WF,20190521,,,,696545461.639472,8.172759,9.643855,99.945131,854.940597,4.767196,1.628973,0.571851,23.416483,0.777586,2661.563591511565,163.85487011256214,419.6666118194533,,134.9491907,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,23.0,5.0,8.0,Unknown,,
SF11C47234212646684580,SF11E321030,54.566,-125.677,-8.0,,WF,20190522,,,,49509748.54583699,0.888782,1.048763,10.599526,106.865037,0.51176,0.173324,0.069549,2.491528,0.111578,232.5163009182341,31.176499622807242,39.79180953366085,,20.90264418,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,20.0,5.0,8.0,BC,,
SF11C47234312646684580,SF11E321066,54.866,-123.027,-8.0,,WF,20190522,,,,254428758.667024,1.591439,1.877898,15.695789,360.631522,0.835068,0.263724,0.214232,3.791036,0.529022,313.8489247828871,218.60431220454936,,,20.90264418,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,20.0,5.0,8.0,BC,,
SF11C47244412646684580,SF11E321012,60.335,-131.288,-8.0,,WF,20190522,,,,262712858.02466,0.829097,0.978335,8.177086,187.87936,0.435048,0.137393,0.111609,1.975028,0.275607,178.3391563666335,113.88695131608532,,,72.94303742,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,YT,,
