id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C47113518241268830,SF11E314711,63.921,-146.055,-9.0,,WF,20190520,,,,41525006888.44912,61.518627,72.591979,671.259965,10614.081571,33.877594,11.110755,6.518708,159.7171,13.980235,17911.423229668388,5251.6215411204075,1400.1210423163652,,1083.035703,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C47113618241268830,SF11E314711,63.96,-146.152,-9.0,,WF,20190520,,,,3062073521.91751,17.093363,20.170168,199.905593,2258.806636,9.744607,3.277357,1.445442,47.112003,2.541774,4291.238474778447,795.3226967942625,679.6183239671061,,270.0120498,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C47121618241268830,SF11E318980,58.963,-127.397,-8.0,,WF,20190521,,,,53195520.752026,1.025549,1.210148,12.204981,124.629822,0.589876,0.199631,0.080951,2.869698,0.131316,265.808483088377,37.2435595791127,45.35928589625724,,19.05429593,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47121718241268830,SF11E318980,58.964,-127.333,-8.0,,WF,20190521,,,,53244347.371229,1.01983,1.2034,12.129059,124.340284,0.586392,0.198406,0.080714,2.852091,0.131372,263.6112530350348,37.425739836580576,44.93570783069276,,19.05429593,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47121918241268830,SF11E320070,58.206,-120.426,-8.0,,WF,20190521,,,,1916360097.576073,11.61227,13.702478,133.648735,1645.651109,6.566572,2.195838,1.040846,31.565177,1.942903,2954.72127471318,647.1743254790589,414.9135015680269,,169.8775363,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,20.0,5.0,8.0,BC,,
SF11C47128018241268830,SF11E320101,61.795,-137.84,-9.0,,WF,20190520,,,,262712858.02466,0.829097,0.978335,8.177086,187.87936,0.435048,0.137393,0.111609,1.975028,0.275607,168.4488881177918,113.88695131608532,,,72.94303742,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,22.0,5.0,8.0,YT,,
SF11C47131918241268830,SF11E319979,57.939,-124.465,-8.0,,WF,20190521,,,,29991684.722938996,0.211101,0.249099,2.082014,47.837029,0.11077,0.034982,0.028417,0.502873,0.070174,41.66885322339067,28.997402562663595,,,18.57244044,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47155018241268600,SF11E320649,32.723,-98.288,-5.0,,WF,20190521,,,,1601392728.6592882,14.332403,16.912236,176.613848,1430.102629,8.393357,2.875754,0.966181,41.338967,1.229071,5520.510769108875,220.81636076912454,765.0830645214493,,324.6594048,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,19.0,5.0,8.0,TX,,
SF11C47155118241268600,SF11E320586,47.192,-96.241,-5.0,,WF,20190521,,,,2116201.917745,0.038758,0.045734,0.415464,7.07082,0.021159,0.006894,0.00431,0.099106,0.009554,9.658364249508573,3.6776287564429775,0.7205935550802278,,9.859504702,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,20.0,5.0,8.0,MN,,
SF11C47155218241268600,SF11E320554,25.526,-107.722,-7.0,,WF,20190521,,,,243730856.055173,0.833755,0.98383,8.407905,179.403143,0.442069,0.14079,0.107186,2.023862,0.258617,222.9105834101633,105.36113531327962,4.011850992437626,,70.05190446,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,19.0,5.0,8.0,Unknown,,
