id,event_id,latitude,longitude,utc_offset,source,type,date_time,event_name,fccs_number,fuelbed_fractions,heat,pm2.5,pm10,co,co2,ch4,nh3,so2,voc,nox,consumption_total,consumption_flaming,consumption_smoldering,consumption_residual,area,elevation,slope,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,canopy_consumption_pct,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,state,county,country
SF11C47317520848342050,SF11E320765,65.344,-154.611,-10.0,,WF,20190522,,,,37372802173.40482,111.185284,131.198635,1342.498804,12517.268528,64.42915,21.917027,8.249331,315.05726,12.3024,34203.35386273892,3081.4436699439116,5336.241161679833,,2198.847464,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,23.0,5.0,8.0,Unknown,,
SF11C47323220848342050,SF11E320070,58.197,-120.505,-8.0,,WF,20190523,,,,1483645030.099045,6.353627,7.49728,67.87689,1171.006704,3.462959,1.126916,0.712879,16.199424,1.589328,1580.6187883313569,614.3014223898602,113.12604760062794,,74.60605663,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,21.0,5.0,8.0,BC,,
SF11C47327120848342050,SF11E318980,58.953,-127.381,-8.0,,WF,20190523,,,,9729622697.923857,31.0772,36.671096,354.104353,4588.279722,17.485303,5.825871,2.883117,83.746902,5.557776,7628.795552616637,1909.0471929003106,1032.908683516313,,434.2185176,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,21.0,5.0,8.0,BC,,
SF11C47334720848342050,SF11E321950,60.026,-134.52,-8.0,,WF,20190523,,,,262712858.02466,0.829097,0.978335,8.177086,187.87936,0.435048,0.137393,0.111609,1.975028,0.275607,157.80859293398902,113.88695131608532,,,72.94303742,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,4.0,22.0,5.0,8.0,YT,,
SF11C47338520848342050,SF11E322034,62.986,-141.036,-9.0,,WF,20190522,,,,12001611224.77788,20.703412,24.430026,204.190243,4691.541001,10.863603,3.430851,2.786998,49.318485,6.882178,5668.31190387702,2843.875149461283,,,404.847572,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,22.0,5.0,8.0,Unknown,,
SF11C47355020848341820,SF11E317813,25.487,-100.483,-6.0,,WF,20190523,,,,,,,,,,,,,,243.86804416566662,,,,9.577804568,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,19.0,5.0,8.0,Unknown,,
SF11C47355120848341820,SF11E321962,53.09,-99.818,-6.0,,WF,20190523,,,,4665225554.145879,11.404599,13.457427,122.212665,2082.57557,6.225216,2.028117,1.269345,29.154177,2.815166,3960.2974285369346,1084.0466618573703,211.20348332706428,,391.4519893,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,5.0,21.0,5.0,8.0,MB,,
SF11C47355220848341820,SF11E322466,25.023,-106.366,-7.0,,WF,20190523,,,,,,,,,,,,,,1215.1409364871922,,,,62.25572969,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,Unknown,,
SF11C47355320848341820,SF11E322512,29.13,-103.52,-5.0,,WF,20190523,,,,8361378252.735978,30.53791,36.034734,353.629013,4216.371187,17.322218,5.805281,2.678207,83.45091,4.892864,10025.148744657761,1594.856289132952,1138.0085759728822,,426.4890613,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,6.0,20.0,5.0,8.0,TX,,
SF11C47355420848341820,SF11E322478,66.065,-134.754,-8.0,,WF,20190523,,,,561716014.871215,1.658195,1.95667,16.354171,375.75872,0.870097,0.274787,0.223218,3.950056,0.551213,292.8521604050987,227.7739025697181,,,145.8860748,,10.0,7.0,8.0,9.0,12.0,80.0,40.0,,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4.0,14.0,3.0,23.0,5.0,8.0,YT,,
