id,event_id,latitude,longitude,type,area,date_time,elevation,slope,state,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,canopy,event_url,fccs_number,sf_cffeps_hourly_area,sf_cffeps_hourly_heat,sf_event_guid,sf_server,sf_stream_name,timezone,veg
SF11C47317520848342050,SF11E320765,65.344,-154.611,WF,2198.847464,2019-05-22T00:00:00.000-10:00,0,10,Unknown,2290,2810001000,0.2,0.5,0.5,0.0,0.0,0.0,1.38,0.04,0.0,0.4,0.01,7,8,9,12,80,40,1.401390374,2.426835535,0,11.72690214,6,6,6,6,40,80,13,30,4,14,3,23,5,8,37372802181.0,111.185237,131.19858,1342.498369,12517.25836,64.429127,12.302385,21.917016,8.249323,315.05715,0.0,http://tomcat-sf/smartfire/events/7f140561-ae6f-4657-8199-4eab18f182cf,326.0,[],[],7f140561-ae6f-4657-8199-4eab18f182cf,tomcat-sf,CWFIS-Hotspots,-9,Willow - Birch shrubland
SF11C47323220848342050,SF11E320070,58.197,-120.505,WF,74.60605663,2019-05-23T00:00:00.000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,8.23393502,1.516311848,0,11.43595248,6,6,6,6,40,80,13,30,4,14,3,21,5,8,1483645030.0,6.353623,7.497273,67.876799,1171.004684,3.462956,1.58932,1.126914,0.712876,16.199401,,http://tomcat-sf/smartfire/events/7f4d5e0e-4698-4223-b7c9-c2ac9fdf2159,,[],[],7f4d5e0e-4698-4223-b7c9-c2ac9fdf2159,tomcat-sf,CWFIS-Hotspots,-8,
SF11C47327120848342050,SF11E318980,58.953,-127.381,WF,434.2185176,2019-05-23T00:00:00.000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,4.396512621,2.378776219,0,10.79373515,6,6,6,6,40,80,13,30,4,14,4,21,5,8,9729622698.0,31.077221,36.671114,354.104571,4588.281159,17.485313,5.557777,5.825879,2.883121,83.746947,,http://tomcat-sf/smartfire/events/341df66b-7ea6-418f-a7bf-d293c5c7b2da,,[],[],341df66b-7ea6-418f-a7bf-d293c5c7b2da,tomcat-sf,CWFIS-Hotspots,-8,
SF11C47334720848342050,SF11E321950,60.026,-134.52,WF,72.94303742,2019-05-23T00:00:00.000-08:00,0,10,YT,CA12,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.561313531,0.0,0,0.602136176,6,6,6,6,40,80,13,30,4,14,4,22,5,8,262712858.0,0.829099,0.978326,8.177076,187.878981,0.435045,0.275605,0.137389,0.111604,1.97503,,http://tomcat-sf/smartfire/events/8c4b740e-4de2-4eb6-9fce-9ba9f293866e,,[],[],8c4b740e-4de2-4eb6-9fce-9ba9f293866e,tomcat-sf,CWFIS-Hotspots,-8,
SF11C47338520848342050,SF11E322034,62.986,-141.036,WF,404.847572,2019-05-22T00:00:00.000-09:00,0,10,Unknown,2240,2810001000,0.1,0.2,0.5,1.0,0.0,0.0,0.54,0.03,0.5,6.0,0.0,7,8,9,12,80,40,7.02455775,0.0,0,6.976543642,6,6,6,6,40,80,13,30,4,14,3,22,5,8,12001611226.0,20.703389,24.430006,204.190044,4691.536306,10.863587,6.882169,3.430843,2.786999,49.318439,7.26,http://tomcat-sf/smartfire/events/42bddcb5-6c70-4263-acb3-014bd4118b07,87.0,[],[],42bddcb5-6c70-4263-acb3-014bd4118b07,tomcat-sf,CWFIS-Hotspots,-9,Black spruce / feathermoss forest
SF11C47355020848341820,SF11E317813,25.487,-100.483,WF,9.577804568,2019-05-23T00:00:00.000-06:00,0,10,Unknown,-9999,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.0,0.0,0,25.46178954,6,6,6,6,40,80,13,30,4,14,6,19,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,http://tomcat-sf/smartfire/events/dec00605-043f-4062-8500-9f88a15c3f43,,[],[],dec00605-043f-4062-8500-9f88a15c3f43,tomcat-sf,CWFIS-Hotspots,-6,
SF11C47355120848341820,SF11E321962,53.09,-99.818,WF,391.4519893,2019-05-23T00:00:00.000-06:00,0,10,MB,CA03,2810001000,,,,,,,,,,,,7,8,9,12,80,40,2.769296597,0.539538664,0,6.808107651,6,6,6,6,40,80,13,30,4,14,5,21,5,8,4665225554.0,11.404582,13.457417,122.212537,2082.574687,6.22521,2.815166,2.028121,1.269349,29.154142,,http://tomcat-sf/smartfire/events/15ff32f4-d0e1-49d6-af18-fe949f043672,,[],[],15ff32f4-d0e1-49d6-af18-fe949f043672,tomcat-sf,CWFIS-Hotspots,-6,
SF11C47355220848341820,SF11E322466,25.023,-106.366,WF,62.25572969,2019-05-23T00:00:00.000-07:00,0,10,Unknown,-9999,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.0,0.0,0,19.51853978,6,6,6,6,40,80,13,30,4,14,6,20,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,http://tomcat-sf/smartfire/events/1f821228-1da9-432d-b52e-e224639763a3,,[],[],1f821228-1da9-432d-b52e-e224639763a3,tomcat-sf,CWFIS-Hotspots,-6,
SF11C47355320848341820,SF11E322512,29.13,-103.52,WF,426.4890613,2019-05-23T00:00:00.000-05:00,0,10,TX,-9999,2810001000,0.2,0.8,3.5,0.5,0.5,0.0,1.15,0.18,12.0,2.0,0.02,7,8,9,12,80,40,3.739501042,2.668318321,0,17.09840777,6,6,6,6,40,80,13,30,4,14,6,20,5,8,8361378252.0,30.537895,36.034706,353.62878,4216.365925,17.322194,4.892854,5.805275,2.678198,83.450855,28.68,http://tomcat-sf/smartfire/events/8b2e3ef2-c7f2-4eaa-b281-0ed9eb472840,1.0,[],[],8b2e3ef2-c7f2-4eaa-b281-0ed9eb472840,tomcat-sf,CWFIS-Hotspots,-6,Black cottonwood - Douglas-fir - Quaking aspen
SF11C47355420848341820,SF11E322478,66.065,-134.754,WF,145.8860748,2019-05-23T00:00:00.000-08:00,0,10,YT,CA12,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.561313531,0.0,0,0.44608958,6,6,6,6,40,80,13,30,4,14,3,23,5,8,561716015.0,1.658189,1.956664,16.354136,375.757962,0.870088,0.551204,0.274792,0.223225,3.950044,,http://tomcat-sf/smartfire/events/a53124b9-f43d-48f3-ac98-37e1b3b80cf2,,[],[],a53124b9-f43d-48f3-ac98-37e1b3b80cf2,tomcat-sf,CWFIS-Hotspots,-8,
SF11C47355520848341820,SF11E321976,26.83,-82.231,WF,372.7831778,2019-05-23T00:00:00.000-04:00,0,10,FL,12015,2810001000,0.25,1.0,4.2,0.2,0.0,0.0,1.09,0.2,3.0,40.0,0.05,7,8,9,12,80,40,0.135555128,0.817773992,0,6.996379758,6,6,6,6,40,80,13,30,4,14,6,19,5,8,574406699.6,5.438169,6.417046,67.683699,508.046418,3.201306,0.39909,1.100685,0.348271,15.822243,2.06,http://tomcat-sf/smartfire/events/c87cdad6-f286-4d68-aefe-ea4fc0f7b939,272.0,[],[],c87cdad6-f286-4d68-aefe-ea4fc0f7b939,tomcat-sf,CWFIS-Hotspots,-5,Red mangrove - Black mangrove forest
SF11C47355620848341820,SF11E322006,31.002,-84.602,WF,189.5397114,2019-05-23T00:00:00.000-04:00,0,10,GA,13087,2810001000,1.2,0.84,0.25,0.5,0.0,0.0,2.0,0.09,1.0,1.0,0.02,7,8,9,12,80,40,0.20286028,1.146315351,0,8.973047297,6,6,6,6,40,80,13,30,4,14,6,20,5,8,274175286.4,3.893589,4.594433,48.413946,366.108456,2.290916,0.290326,0.787401,0.250608,11.318951,3.17,http://tomcat-sf/smartfire/events/3e160660-3740-493a-8e3d-7acad9764ac8,161.0,[],[],3e160660-3740-493a-8e3d-7acad9764ac8,tomcat-sf,CWFIS-Hotspots,-5,Loblolly pine - Slash pine forest
