id,event_id,latitude,longitude,type,area,date_time,elevation,slope,state,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,canopy,event_url,fccs_number,sf_cffeps_hourly_area,sf_cffeps_hourly_heat,sf_event_guid,sf_server,sf_stream_name,timezone,veg
SF11C4869738238366790,SF11E331703,49.837,-123.026,WF,19.05429593,201906020000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.916130894,1.567231955,0,6.731670201,6,6,6,6,40,80,13,30,4,14,4,20,5,8,27789596.79,0.623745,0.736031,7.528061,70.398343,0.361365,0.069358,0.122907,0.046377,1.766787,,http://tomcat-sf/smartfire/events/4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,,[],[],4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869738238366790,SF11E331703,49.837,-123.026,WF,19.05429593,201906030000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.916130894,1.567231955,0,6.731670201,6,6,6,6,40,80,13,30,4,14,4,20,5,8,27789596.79,0.623745,0.736031,7.528061,70.398343,0.361365,0.069358,0.122907,0.046377,1.766787,,http://tomcat-sf/smartfire/events/4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,,[],[],4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869738238366790,SF11E331703,49.837,-123.026,WF,19.05429593,201906040000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.916130894,1.567231955,0,6.731670201,6,6,6,6,40,80,13,30,4,14,4,20,5,8,27789596.79,0.623745,0.736031,7.528061,70.398343,0.361365,0.069358,0.122907,0.046377,1.766787,,http://tomcat-sf/smartfire/events/4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,,[],[],4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869738238366790,SF11E331703,49.837,-123.026,WF,19.05429593,201906050000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,0.916130894,1.567231955,0,6.731670201,6,6,6,6,40,80,13,30,4,14,4,20,5,8,27789596.79,0.623745,0.736031,7.528061,70.398343,0.361365,0.069358,0.122907,0.046377,1.766787,,http://tomcat-sf/smartfire/events/4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,,[],[],4092fab0-e5a2-4bdb-b51c-3dd27d2f1a5c,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869748238366790,SF11E331697,49.482,-123.723,WF,19.05429593,201906020000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.368459449,1.961938296,0,8.10513541,6,6,6,6,40,80,13,30,4,14,4,20,5,8,39101780.85,0.811584,0.957674,9.727186,95.094062,0.468506,0.097049,0.158951,0.062195,2.284979,,http://tomcat-sf/smartfire/events/d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,,[],[],d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869748238366790,SF11E331697,49.482,-123.723,WF,19.05429593,201906030000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.368459449,1.961938296,0,8.10513541,6,6,6,6,40,80,13,30,4,14,4,20,5,8,39101780.85,0.811584,0.957674,9.727186,95.094062,0.468506,0.097049,0.158951,0.062195,2.284979,,http://tomcat-sf/smartfire/events/d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,,[],[],d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869748238366790,SF11E331697,49.482,-123.723,WF,19.05429593,201906040000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.368459449,1.961938296,0,8.10513541,6,6,6,6,40,80,13,30,4,14,4,20,5,8,39101780.85,0.811584,0.957674,9.727186,95.094062,0.468506,0.097049,0.158951,0.062195,2.284979,,http://tomcat-sf/smartfire/events/d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,,[],[],d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4869748238366790,SF11E331697,49.482,-123.723,WF,19.05429593,201906050000-08:00,0,10,BC,CA02,2810001000,,,,,,,,,,,,7,8,9,12,80,40,1.368459449,1.961938296,0,8.10513541,6,6,6,6,40,80,13,30,4,14,4,20,5,8,39101780.85,0.811584,0.957674,9.727186,95.094062,0.468506,0.097049,0.158951,0.062195,2.284979,,http://tomcat-sf/smartfire/events/d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,,[],[],d914eb6f-ab86-4cf7-b12f-4eb5e07409d4,tomcat-sf,CWFIS-Hotspots,-8,
SF11C4873008238367020,SF11E328398,56.269,-114.473,WF,4391.079918,201906020000-07:00,0,10,AB,CA01,2810001000,,,,,,,,,,,,7,8,9,12,80,40,7.204490318,1.645424442,0,12.66160483,6,6,6,6,40,80,13,30,4,14,4,21,5,8,2.76786E+11,350.475494,413.561073,3789.58334,62254.25114,192.145633,83.118223,62.806969,38.083421,902.850163,,http://tomcat-sf/smartfire/events/c5aca218-a39f-408d-b3d1-3c6b0e9def8d,,[],[],c5aca218-a39f-408d-b3d1-3c6b0e9def8d,tomcat-sf,CWFIS-Hotspots,-7,
SF11C4873008238367020,SF11E328398,56.269,-114.473,WF,4391.079918,201906030000-07:00,0,10,AB,CA01,2810001000,,,,,,,,,,,,7,8,9,12,80,40,7.204490318,1.645424442,0,12.66160483,6,6,6,6,40,80,13,30,4,14,4,21,5,8,2.76786E+11,350.475494,413.561073,3789.58334,62254.25114,192.145633,83.118223,62.806969,38.083421,902.850163,,http://tomcat-sf/smartfire/events/c5aca218-a39f-408d-b3d1-3c6b0e9def8d,,[],[],c5aca218-a39f-408d-b3d1-3c6b0e9def8d,tomcat-sf,CWFIS-Hotspots,-7,
